Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Design and implementation of a DBMS performance assessment tool;Database and Expert Systems Applications;;;;10.1007/3-540-57234-1_24;M. L. KerstenF. Kwakkel;1993;http://link.springer.com/chapter/10.1007/3-540-57234-1_24;Chapter;"Design and implementation of a DBMS performance assessment tool,""Database and Expert Systems Applications"","""","""","""",""10.1007/3-540-57234-1_24"",""M. L. KerstenF. Kwakkel"",""1993"",""http://link.springer.com/chapter/10.1007/3-540-57234-1_24"",""Chapter"""
Mobile Testing;Learn HTML5 and JavaScript for iOS;;;;10.1007/978-1-4302-4039-6_13;Scott Preston;2012;http://link.springer.com/chapter/10.1007/978-1-4302-4039-6_13;Chapter;"Mobile Testing,""Learn HTML5 and JavaScript for iOS"","""","""","""",""10.1007/978-1-4302-4039-6_13"",""Scott Preston"",""2012"",""http://link.springer.com/chapter/10.1007/978-1-4302-4039-6_13"",""Chapter"""
MobileTrust: a trust enhanced security architecture for mobile agent systems;International Journal of Information Security;;9;3;10.1007/s10207-009-0098-x;Ching LinVijay Varadharajan;2010;http://link.springer.com/article/10.1007/s10207-009-0098-x;Article;"MobileTrust: a trust enhanced security architecture for mobile agent systems,""International Journal of Information Security"","""",""9"",""3"",""10.1007/s10207-009-0098-x"",""Ching LinVijay Varadharajan"",""2010"",""http://link.springer.com/article/10.1007/s10207-009-0098-x"",""Article"""
Interval Analysis for Concurrent Trace Programs Using Transaction Sequence Graphs;Runtime Verification;;;;10.1007/978-3-642-16612-9_20;Malay K. GanaiChao Wang;2010;http://link.springer.com/chapter/10.1007/978-3-642-16612-9_20;Chapter;"Interval Analysis for Concurrent Trace Programs Using Transaction Sequence Graphs,""Runtime Verification"","""","""","""",""10.1007/978-3-642-16612-9_20"",""Malay K. GanaiChao Wang"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-16612-9_20"",""Chapter"""
Compilation of Legacy Languages in the 21st Century;Generative and Transformational Techniques in Software Engineering IV;;;;10.1007/978-3-642-35992-7_1;Darius Blasband;2013;http://link.springer.com/chapter/10.1007/978-3-642-35992-7_1;Chapter;"Compilation of Legacy Languages in the 21st Century,""Generative and Transformational Techniques in Software Engineering IV"","""","""","""",""10.1007/978-3-642-35992-7_1"",""Darius Blasband"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-35992-7_1"",""Chapter"""
14 Testing;Protocol Engineering;;;;10.1007/978-3-642-29145-6_14;Hartmut König;2012;http://link.springer.com/chapter/10.1007/978-3-642-29145-6_14;Chapter;"14 Testing,""Protocol Engineering"","""","""","""",""10.1007/978-3-642-29145-6_14"",""Hartmut König"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-29145-6_14"",""Chapter"""
A survey on virtual reality;Science in China Series F: Information Sciences;;52;3;10.1007/s11432-009-0066-0;QinPing Zhao;2009;http://link.springer.com/article/10.1007/s11432-009-0066-0;Article;"A survey on virtual reality,""Science in China Series F: Information Sciences"","""",""52"",""3"",""10.1007/s11432-009-0066-0"",""QinPing Zhao"",""2009"",""http://link.springer.com/article/10.1007/s11432-009-0066-0"",""Article"""
Software Architecture for Processing Clusters Based on I2O;Cluster Computing;;5;1;10.1023/A:1012744721976;J. GutleberL. Orsini;2002;http://link.springer.com/article/10.1023/A%3A1012744721976;Article;"Software Architecture for Processing Clusters Based on I2O,""Cluster Computing"","""",""5"",""1"",""10.1023/A:1012744721976"",""J. GutleberL. Orsini"",""2002"",""http://link.springer.com/article/10.1023/A%3A1012744721976"",""Article"""
Implementing SPARQL Endpoint Web Portals;Scripting Intelligence;;;;10.1007/978-1-4302-2352-8_7;;2009;http://link.springer.com/chapter/10.1007/978-1-4302-2352-8_7;Chapter;"Implementing SPARQL Endpoint Web Portals,""Scripting Intelligence"","""","""","""",""10.1007/978-1-4302-2352-8_7"","""",""2009"",""http://link.springer.com/chapter/10.1007/978-1-4302-2352-8_7"",""Chapter"""
A Process and Role-Based Taxonomy of Techniques to Make Testable COTS Components;Testing Commercial-off-the-Shelf Components and Systems;;;;10.1007/3-540-27071-X_7;Atif M. Memon;2005;http://link.springer.com/chapter/10.1007/3-540-27071-X_7;Chapter;"A Process and Role-Based Taxonomy of Techniques to Make Testable COTS Components,""Testing Commercial-off-the-Shelf Components and Systems"","""","""","""",""10.1007/3-540-27071-X_7"",""Atif M. Memon"",""2005"",""http://link.springer.com/chapter/10.1007/3-540-27071-X_7"",""Chapter"""
Analysis and Evaluation of Web Application Performance Enhancement Techniques;Web Engineering;;;;10.1007/978-3-319-08245-5_3;Igor JugoDragutin KermekAna Meštrović;2014;http://link.springer.com/chapter/10.1007/978-3-319-08245-5_3;Chapter;"Analysis and Evaluation of Web Application Performance Enhancement Techniques,""Web Engineering"","""","""","""",""10.1007/978-3-319-08245-5_3"",""Igor JugoDragutin KermekAna Meštrović"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-08245-5_3"",""Chapter"""
Monitoring;Energy Efficient Servers;;;;10.1007/978-1-4302-6638-9_7;Corey GoughIan SteinerWinston Saunders;2015;http://link.springer.com/chapter/10.1007/978-1-4302-6638-9_7;Chapter;"Monitoring,""Energy Efficient Servers"","""","""","""",""10.1007/978-1-4302-6638-9_7"",""Corey GoughIan SteinerWinston Saunders"",""2015"",""http://link.springer.com/chapter/10.1007/978-1-4302-6638-9_7"",""Chapter"""
The Search for Genericity in Graphics Recognition Applications: Design Issues of the Qgar Software System;Document Analysis Systems VI;;;;10.1007/978-3-540-28640-0_35;Jan RendekGérald MasiniPhilippe DoschKarl Tombre;2004;http://link.springer.com/chapter/10.1007/978-3-540-28640-0_35;Chapter;"The Search for Genericity in Graphics Recognition Applications: Design Issues of the Qgar Software System,""Document Analysis Systems VI"","""","""","""",""10.1007/978-3-540-28640-0_35"",""Jan RendekGérald MasiniPhilippe DoschKarl Tombre"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-28640-0_35"",""Chapter"""
PyACTS: A Python Based Interface to ACTS Tools and Parallel Scientific Applications;International Journal of Parallel Programming;;37;1;10.1007/s10766-008-0083-4;L. Anthony DrummondVicente GalianoVioleta MigallónJose Penadés;2009;http://link.springer.com/article/10.1007/s10766-008-0083-4;Article;"PyACTS: A Python Based Interface to ACTS Tools and Parallel Scientific Applications,""International Journal of Parallel Programming"","""",""37"",""1"",""10.1007/s10766-008-0083-4"",""L. Anthony DrummondVicente GalianoVioleta MigallónJose Penadés"",""2009"",""http://link.springer.com/article/10.1007/s10766-008-0083-4"",""Article"""
Software Maintenance Testing Approaches to Support Test Case Changes – A Review;Digital Information and Communication Technology and Its Applications;;;;10.1007/978-3-642-22027-2_4;Othman Mohd YusopSuhaimi Ibrahim;2011;http://link.springer.com/chapter/10.1007/978-3-642-22027-2_4;Chapter;"Software Maintenance Testing Approaches to Support Test Case Changes – A Review,""Digital Information and Communication Technology and Its Applications"","""","""","""",""10.1007/978-3-642-22027-2_4"",""Othman Mohd YusopSuhaimi Ibrahim"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-22027-2_4"",""Chapter"""
Installing OneNote;Complete Guide to OneNote;;;;10.1007/978-1-4302-0823-5_2;W. Frederick Zimmerman;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0823-5_2;Chapter;"Installing OneNote,""Complete Guide to OneNote"","""","""","""",""10.1007/978-1-4302-0823-5_2"",""W. Frederick Zimmerman"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0823-5_2"",""Chapter"""
A UML-based quantitative framework for early prediction of resource usage and load in distributed real-time systems;Software & Systems Modeling;;8;2;10.1007/s10270-008-0099-7;Vahid GarousiLionel C. BriandYvan Labiche;2009;http://link.springer.com/article/10.1007/s10270-008-0099-7;Article;"A UML-based quantitative framework for early prediction of resource usage and load in distributed real-time systems,""Software & Systems Modeling"","""",""8"",""2"",""10.1007/s10270-008-0099-7"",""Vahid GarousiLionel C. BriandYvan Labiche"",""2009"",""http://link.springer.com/article/10.1007/s10270-008-0099-7"",""Article"""
Cloud cover: monitoring large-scale clouds with Varanus;Journal of Cloud Computing;;4;1;10.1186/s13677-015-0041-9;Jonathan Stuart WardAdam Barker;2015;http://link.springer.com/article/10.1186/s13677-015-0041-9;Article;"Cloud cover: monitoring large-scale clouds with Varanus,""Journal of Cloud Computing"","""",""4"",""1"",""10.1186/s13677-015-0041-9"",""Jonathan Stuart WardAdam Barker"",""2015"",""http://link.springer.com/article/10.1186/s13677-015-0041-9"",""Article"""
Modeling and Analysis of CPU Usage in Safety-Critical Embedded Systems to Support Stress Testing;Model Driven Engineering Languages and Systems;;;;10.1007/978-3-642-33666-9_48;Shiva NejatiStefano Di AlesioMehrdad SabetzadehLionel Briand;2012;http://link.springer.com/chapter/10.1007/978-3-642-33666-9_48;Chapter;"Modeling and Analysis of CPU Usage in Safety-Critical Embedded Systems to Support Stress Testing,""Model Driven Engineering Languages and Systems"","""","""","""",""10.1007/978-3-642-33666-9_48"",""Shiva NejatiStefano Di AlesioMehrdad SabetzadehLionel Briand"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-33666-9_48"",""Chapter"""
Preventative Medicine;Software Exorcism: A Handbook for Debugging and Optimizing Legacy Code;;;;10.1007/978-1-4302-0788-7_1;Bill Blunden;2003;http://link.springer.com/chapter/10.1007/978-1-4302-0788-7_1;Chapter;"Preventative Medicine,""Software Exorcism: A Handbook for Debugging and Optimizing Legacy Code"","""","""","""",""10.1007/978-1-4302-0788-7_1"",""Bill Blunden"",""2003"",""http://link.springer.com/chapter/10.1007/978-1-4302-0788-7_1"",""Chapter"""
Observing the clouds: a survey and taxonomy of cloud monitoring;Journal of Cloud Computing;;3;1;10.1186/s13677-014-0024-2;Jonathan Stuart WardAdam Barker;2014;http://link.springer.com/article/10.1186/s13677-014-0024-2;Article;"Observing the clouds: a survey and taxonomy of cloud monitoring,""Journal of Cloud Computing"","""",""3"",""1"",""10.1186/s13677-014-0024-2"",""Jonathan Stuart WardAdam Barker"",""2014"",""http://link.springer.com/article/10.1186/s13677-014-0024-2"",""Article"""
StoryToCode: a new model for specification of convergent interactive digital TV applications;Journal of the Brazilian Computer Society;;16;4;10.1007/s13173-010-0021-3;Manoel C. Marques NetoCelso A. S. Santos;2010;http://link.springer.com/article/10.1007/s13173-010-0021-3;Article;"StoryToCode: a new model for specification of convergent interactive digital TV applications,""Journal of the Brazilian Computer Society"","""",""16"",""4"",""10.1007/s13173-010-0021-3"",""Manoel C. Marques NetoCelso A. S. Santos"",""2010"",""http://link.springer.com/article/10.1007/s13173-010-0021-3"",""Article"""
Automatic Testing of Real-Time Graphics Systems;Tools and Algorithms for the Construction and Analysis of Systems;;;;10.1007/978-3-642-36742-7_32;Robert NagyGerardo SchneiderAram Timofeitchik;2013;http://link.springer.com/chapter/10.1007/978-3-642-36742-7_32;Chapter;"Automatic Testing of Real-Time Graphics Systems,""Tools and Algorithms for the Construction and Analysis of Systems"","""","""","""",""10.1007/978-3-642-36742-7_32"",""Robert NagyGerardo SchneiderAram Timofeitchik"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-36742-7_32"",""Chapter"""
Extension of TMG Framework for Mining Frequent Subsequences;Mining of Data with Complex Structures;;;;10.1007/978-3-642-17557-2_10;Fedja HadzicHenry TanTharam S. Dillon;2010;http://link.springer.com/chapter/10.1007/978-3-642-17557-2_10;Chapter;"Extension of TMG Framework for Mining Frequent Subsequences,""Mining of Data with Complex Structures"","""","""","""",""10.1007/978-3-642-17557-2_10"",""Fedja HadzicHenry TanTharam S. Dillon"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-17557-2_10"",""Chapter"""
MT2Way: A Novel Strategy for Pair-Wise Test Data Generation;Computational Intelligence and Intelligent Systems;;;;10.1007/978-3-642-34289-9_21;Khandakar Fazley RabbiAbul Hashem BegTutut Herawan;2012;http://link.springer.com/chapter/10.1007/978-3-642-34289-9_21;Chapter;"MT2Way: A Novel Strategy for Pair-Wise Test Data Generation,""Computational Intelligence and Intelligent Systems"","""","""","""",""10.1007/978-3-642-34289-9_21"",""Khandakar Fazley RabbiAbul Hashem BegTutut Herawan"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-34289-9_21"",""Chapter"""
Introduction to Software Quality;A Practical Approach to Software Quality;;;;10.1007/978-0-387-22454-1_1;Gerard O’Regan;2002;http://link.springer.com/chapter/10.1007/978-0-387-22454-1_1;Chapter;"Introduction to Software Quality,""A Practical Approach to Software Quality"","""","""","""",""10.1007/978-0-387-22454-1_1"",""Gerard O’Regan"",""2002"",""http://link.springer.com/chapter/10.1007/978-0-387-22454-1_1"",""Chapter"""
Tuning Performance and Memory Usage;Pro Core Data for iOS;;;;10.1007/978-1-4302-3356-5_7;Michael PrivatRob Warner;2011;http://link.springer.com/chapter/10.1007/978-1-4302-3356-5_7;Chapter;"Tuning Performance and Memory Usage,""Pro Core Data for iOS"","""","""","""",""10.1007/978-1-4302-3356-5_7"",""Michael PrivatRob Warner"",""2011"",""http://link.springer.com/chapter/10.1007/978-1-4302-3356-5_7"",""Chapter"""
Embedded Honeypotting;Cyber Deception;;;;10.1007/978-3-319-32699-3_9;Frederico AraujoKevin W. Hamlen;2016;http://link.springer.com/chapter/10.1007/978-3-319-32699-3_9;Chapter;"Embedded Honeypotting,""Cyber Deception"","""","""","""",""10.1007/978-3-319-32699-3_9"",""Frederico AraujoKevin W. Hamlen"",""2016"",""http://link.springer.com/chapter/10.1007/978-3-319-32699-3_9"",""Chapter"""
The Common Language Runtime;Maximizing .NET Performance;;;;10.1007/978-1-4302-0784-9_14;Nick Wienholt;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_14;Chapter;"The Common Language Runtime,""Maximizing .NET Performance"","""","""","""",""10.1007/978-1-4302-0784-9_14"",""Nick Wienholt"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_14"",""Chapter"""
Improving Processes and Products;Software Measurement;;;;10.1007/978-3-540-71649-5_11;Christof EbertReiner Dumke;2007;http://link.springer.com/chapter/10.1007/978-3-540-71649-5_11;Chapter;"Improving Processes and Products,""Software Measurement"","""","""","""",""10.1007/978-3-540-71649-5_11"",""Christof EbertReiner Dumke"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-71649-5_11"",""Chapter"""
Constraint-based test generation for automotive operating systems;Software & Systems Modeling;;16;1;10.1007/s10270-014-0449-6;Yunja ChoiTaejoon Byun;2017;http://link.springer.com/article/10.1007/s10270-014-0449-6;Article;"Constraint-based test generation for automotive operating systems,""Software & Systems Modeling"","""",""16"",""1"",""10.1007/s10270-014-0449-6"",""Yunja ChoiTaejoon Byun"",""2017"",""http://link.springer.com/article/10.1007/s10270-014-0449-6"",""Article"""
Conformance Testing of a Multimedia System Using PHACT;Testing of Communicating Systems;;;;10.1007/978-0-387-35381-4_12;L. M. G. FeijsF. A. C. MeijsJ. R. MoonenJ. J. van Wamel;1998;http://link.springer.com/chapter/10.1007/978-0-387-35381-4_12;Chapter;"Conformance Testing of a Multimedia System Using PHACT,""Testing of Communicating Systems"","""","""","""",""10.1007/978-0-387-35381-4_12"",""L. M. G. FeijsF. A. C. MeijsJ. R. MoonenJ. J. van Wamel"",""1998"",""http://link.springer.com/chapter/10.1007/978-0-387-35381-4_12"",""Chapter"""
Unbounded Model-Checking with Interpolation for Regular Language Constraints;Tools and Algorithms for the Construction and Analysis of Systems;;;;10.1007/978-3-642-36742-7_20;Graeme GangeJorge A. NavasPeter J. StuckeyHarald SøndergaardPeter Schachte;2013;http://link.springer.com/chapter/10.1007/978-3-642-36742-7_20;Chapter;"Unbounded Model-Checking with Interpolation for Regular Language Constraints,""Tools and Algorithms for the Construction and Analysis of Systems"","""","""","""",""10.1007/978-3-642-36742-7_20"",""Graeme GangeJorge A. NavasPeter J. StuckeyHarald SøndergaardPeter Schachte"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-36742-7_20"",""Chapter"""
Practical quality assurance for standards-based, high-availability middleware;International Journal on Software Tools for Technology Transfer;;7;4;10.1007/s10009-004-0162-9;Bartholomäus KellererManfred Reitenspiess;2005;http://link.springer.com/article/10.1007/s10009-004-0162-9;Article;"Practical quality assurance for standards-based, high-availability middleware,""International Journal on Software Tools for Technology Transfer"","""",""7"",""4"",""10.1007/s10009-004-0162-9"",""Bartholomäus KellererManfred Reitenspiess"",""2005"",""http://link.springer.com/article/10.1007/s10009-004-0162-9"",""Article"""
Analyzing Conflicts in Hardware-Supported Memory Transactions;International Journal of Parallel Programming;;39;1;10.1007/s10766-010-0146-1;Arrvindh ShriramanSandhya Dwarkadas;2011;http://link.springer.com/article/10.1007/s10766-010-0146-1;Article;"Analyzing Conflicts in Hardware-Supported Memory Transactions,""International Journal of Parallel Programming"","""",""39"",""1"",""10.1007/s10766-010-0146-1"",""Arrvindh ShriramanSandhya Dwarkadas"",""2011"",""http://link.springer.com/article/10.1007/s10766-010-0146-1"",""Article"""
Chip-To-Substrate (First Level) Connection Technology Options;Multichip Module Technologies and Alternatives: The Basics;;;;10.1007/978-1-4615-3100-5_9;Robert E. RackerbyErik N. LarsonDean R. HaagensonSteve J. BezukRajendra D. PendseChee C. WongKarl J. Puttlitz Sr.;1993;http://link.springer.com/chapter/10.1007/978-1-4615-3100-5_9;Chapter;"Chip-To-Substrate (First Level) Connection Technology Options,""Multichip Module Technologies and Alternatives: The Basics"","""","""","""",""10.1007/978-1-4615-3100-5_9"",""Robert E. RackerbyErik N. LarsonDean R. HaagensonSteve J. BezukRajendra D. PendseChee C. WongKarl J. Puttlitz Sr."",""1993"",""http://link.springer.com/chapter/10.1007/978-1-4615-3100-5_9"",""Chapter"""
