Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Data scheme-based wireless channel modeling method: motivation, principle and performance;Journal of Communications and Information Networks;;2;3;10.1007/s41650-017-0009-7;Xiaochuan MaJianhua ZhangYuxiang ZhangZhanyu Ma;2017;http://link.springer.com/article/10.1007/s41650-017-0009-7;Article;"Data scheme-based wireless channel modeling method: motivation, principle and performance,""Journal of Communications and Information Networks"","""",""2"",""3"",""10.1007/s41650-017-0009-7"",""Xiaochuan MaJianhua ZhangYuxiang ZhangZhanyu Ma"",""2017"",""http://link.springer.com/article/10.1007/s41650-017-0009-7"",""Article"""
Quality in Computer Vision;Performance Characterization in Computer Vision;;;;10.1007/978-94-015-9538-4_4;Radek Mařík;2000;http://link.springer.com/chapter/10.1007/978-94-015-9538-4_4;Chapter;"Quality in Computer Vision,""Performance Characterization in Computer Vision"","""","""","""",""10.1007/978-94-015-9538-4_4"",""Radek Mařík"",""2000"",""http://link.springer.com/chapter/10.1007/978-94-015-9538-4_4"",""Chapter"""
A Test Collection for the Evaluation of Content-Based Image Retrieval Algorithms—A User and Task-Based Approach;Information Retrieval;;4;03/abr;10.1023/A:1011954407169;Marjo MarkkulaMarius TicoBemmu SepponenKatja NirkkonenEero Sormunen;2001;http://link.springer.com/article/10.1023/A%3A1011954407169;Article;"A Test Collection for the Evaluation of Content-Based Image Retrieval Algorithms—A User and Task-Based Approach,""Information Retrieval"","""",""4"",""3 - 4"",""10.1023/A:1011954407169"",""Marjo MarkkulaMarius TicoBemmu SepponenKatja NirkkonenEero Sormunen"",""2001"",""http://link.springer.com/article/10.1023/A%3A1011954407169"",""Article"""
Quality of experience evaluation of voice communication: an affect-based approach;Human-centric Computing and Information Sciences;;2;1;10.1186/2192-1962-2-7;Abhishek BhattacharyaWanmin WuZhenyu Yang;2012;http://link.springer.com/article/10.1186/2192-1962-2-7;Article;"Quality of experience evaluation of voice communication: an affect-based approach,""Human-centric Computing and Information Sciences"","""",""2"",""1"",""10.1186/2192-1962-2-7"",""Abhishek BhattacharyaWanmin WuZhenyu Yang"",""2012"",""http://link.springer.com/article/10.1186/2192-1962-2-7"",""Article"""
Decentralized Access Control Management for Network Configuration;Journal of Network and Systems Management;;16;3;10.1007/s10922-008-9111-3;Ludwig SeitzGöran SelanderErik RissanenCao LingBabak Sadighi;2008;http://link.springer.com/article/10.1007/s10922-008-9111-3;Article;"Decentralized Access Control Management for Network Configuration,""Journal of Network and Systems Management"","""",""16"",""3"",""10.1007/s10922-008-9111-3"",""Ludwig SeitzGöran SelanderErik RissanenCao LingBabak Sadighi"",""2008"",""http://link.springer.com/article/10.1007/s10922-008-9111-3"",""Article"""
VATA: A Library for Efficient Manipulation of Non-deterministic Tree Automata;Tools and Algorithms for the Construction and Analysis of Systems;;;;10.1007/978-3-642-28756-5_7;Ondřej LengálJiří ŠimáčekTomáš Vojnar;2012;http://link.springer.com/chapter/10.1007/978-3-642-28756-5_7;Chapter;"VATA: A Library for Efficient Manipulation of Non-deterministic Tree Automata,""Tools and Algorithms for the Construction and Analysis of Systems"","""","""","""",""10.1007/978-3-642-28756-5_7"",""Ondřej LengálJiří ŠimáčekTomáš Vojnar"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-28756-5_7"",""Chapter"""
Underwater glider design based on dynamic model analysis and prototype development;Journal of Zhejiang University SCIENCE C;;14;8;10.1631/jzus.C1300001;Shuang-shuang FanCan-jun YangShi-lin PengKai-hu LiYu XieShao-yong Zhang;2013;http://link.springer.com/article/10.1631/jzus.C1300001;Article;"Underwater glider design based on dynamic model analysis and prototype development,""Journal of Zhejiang University SCIENCE C"","""",""14"",""8"",""10.1631/jzus.C1300001"",""Shuang-shuang FanCan-jun YangShi-lin PengKai-hu LiYu XieShao-yong Zhang"",""2013"",""http://link.springer.com/article/10.1631/jzus.C1300001"",""Article"""
Working with Databases;Beginning J2EE 1.4: From Novice to Professional;;;;10.1007/978-1-4302-0716-0_6;James L. WeaverKevin MukharJim Crume;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0716-0_6;Chapter;"Working with Databases,""Beginning J2EE 1.4: From Novice to Professional"","""","""","""",""10.1007/978-1-4302-0716-0_6"",""James L. WeaverKevin MukharJim Crume"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0716-0_6"",""Chapter"""
A comparison of active shape model and scale decomposition based features for visual speech recognition;Computer Vision — ECCV’98;;;;10.1007/BFb0054762;Iain MatthewsJ. Andrew BanghamRichard HarveyStephen Cox;1998;http://link.springer.com/chapter/10.1007/BFb0054762;Chapter;"A comparison of active shape model and scale decomposition based features for visual speech recognition,""Computer Vision — ECCV’98"","""","""","""",""10.1007/BFb0054762"",""Iain MatthewsJ. Andrew BanghamRichard HarveyStephen Cox"",""1998"",""http://link.springer.com/chapter/10.1007/BFb0054762"",""Chapter"""
Exploiting the Locality Properties of Peano Curves for Parallel Matrix Multiplication;Euro-Par 2008 – Parallel Processing;;;;10.1007/978-3-540-85451-7_85;Michael Bader;2008;http://link.springer.com/chapter/10.1007/978-3-540-85451-7_85;Chapter;"Exploiting the Locality Properties of Peano Curves for Parallel Matrix Multiplication,""Euro-Par 2008 – Parallel Processing"","""","""","""",""10.1007/978-3-540-85451-7_85"",""Michael Bader"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-85451-7_85"",""Chapter"""
Cluster-wise Design of Takagi and Sugeno Approach of Fuzzy Logic Controller;Engineering Evolutionary Intelligent Systems;;;;10.1007/978-3-540-75396-4_8;Tushar Kumar PratiharDilip Kumar Pratihar;2008;http://link.springer.com/chapter/10.1007/978-3-540-75396-4_8;Chapter;"Cluster-wise Design of Takagi and Sugeno Approach of Fuzzy Logic Controller,""Engineering Evolutionary Intelligent Systems"","""","""","""",""10.1007/978-3-540-75396-4_8"",""Tushar Kumar PratiharDilip Kumar Pratihar"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-75396-4_8"",""Chapter"""
Common Scab Detection on Potatoes Using an Infrared Hyperspectral Imaging System;Image Analysis and Processing – ICIAP 2011;;;;10.1007/978-3-642-24088-1_32;Angel Dacal-NietoArno FormellaPilar CarriónEsteban Vazquez-FernandezManuel Fernández-Delgado;2011;http://link.springer.com/chapter/10.1007/978-3-642-24088-1_32;Chapter;"Common Scab Detection on Potatoes Using an Infrared Hyperspectral Imaging System,""Image Analysis and Processing – ICIAP 2011"","""","""","""",""10.1007/978-3-642-24088-1_32"",""Angel Dacal-NietoArno FormellaPilar CarriónEsteban Vazquez-FernandezManuel Fernández-Delgado"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-24088-1_32"",""Chapter"""
Wall Motion Classification of Stress Echocardiography Based on Combined Rest-and-Stress Data;Medical Image Computing and Computer-Assisted Intervention – MICCAI 2008;;;;10.1007/978-3-540-85990-1_17;Sarina MansorNicholas P. HughesJ. Alison Noble;2008;http://link.springer.com/chapter/10.1007/978-3-540-85990-1_17;Chapter;"Wall Motion Classification of Stress Echocardiography Based on Combined Rest-and-Stress Data,""Medical Image Computing and Computer-Assisted Intervention – MICCAI 2008"","""","""","""",""10.1007/978-3-540-85990-1_17"",""Sarina MansorNicholas P. HughesJ. Alison Noble"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-85990-1_17"",""Chapter"""
Design equations for prediction of pressuremeter soil deformation moduli utilizing expression programming systems;Neural Computing and Applications;;23;6;10.1007/s00521-012-1144-6;Amir Hossein AlaviAmir Hossein GandomiHadi Chahkandi NejadAli MollahasaniAzadeh Rashed;2013;http://link.springer.com/article/10.1007/s00521-012-1144-6;Article;"Design equations for prediction of pressuremeter soil deformation moduli utilizing expression programming systems,""Neural Computing and Applications"","""",""23"",""6"",""10.1007/s00521-012-1144-6"",""Amir Hossein AlaviAmir Hossein GandomiHadi Chahkandi NejadAli MollahasaniAzadeh Rashed"",""2013"",""http://link.springer.com/article/10.1007/s00521-012-1144-6"",""Article"""
Pedestrian navigation with high sensitivity GPS receivers and MEMS;Personal and Ubiquitous Computing;;11;6;10.1007/s00779-006-0094-3;Gérard Lachapelle;2007;http://link.springer.com/article/10.1007/s00779-006-0094-3;Article;"Pedestrian navigation with high sensitivity GPS receivers and MEMS,""Personal and Ubiquitous Computing"","""",""11"",""6"",""10.1007/s00779-006-0094-3"",""Gérard Lachapelle"",""2007"",""http://link.springer.com/article/10.1007/s00779-006-0094-3"",""Article"""
Requirements for Getting a Robot to Grow up;Advances in Artificial Life;;;;10.1007/978-3-540-39432-7_91;Peter RossEmma HartAlistair LawsonAndrew WebbErich PremPatrick PoelzGiovanna Morgavi;2003;http://link.springer.com/chapter/10.1007/978-3-540-39432-7_91;Chapter;"Requirements for Getting a Robot to Grow up,""Advances in Artificial Life"","""","""","""",""10.1007/978-3-540-39432-7_91"",""Peter RossEmma HartAlistair LawsonAndrew WebbErich PremPatrick PoelzGiovanna Morgavi"",""2003"",""http://link.springer.com/chapter/10.1007/978-3-540-39432-7_91"",""Chapter"""
Orders-of-magnitude performance increases in GPU-accelerated correlation of images from the International Space Station;Journal of Real-Time Image Processing;;5;3;10.1007/s11554-009-0133-1;Peter J. LuHidekazu OkiCatherine A. FreyGregory E. ChamitoffLeroy ChiaoEdward M. FinckeC. Michael FoaleSandra H. MagnusWilliam S. McArthur Jr.Daniel M. TaniPeggy A. WhitsonJeffrey N. WilliamsWilliam V. MeyerRonald J. SickerBrion J. AuMark Christiansen;2010;http://link.springer.com/article/10.1007/s11554-009-0133-1;Article;"Orders-of-magnitude performance increases in GPU-accelerated correlation of images from the International Space Station,""Journal of Real-Time Image Processing"","""",""5"",""3"",""10.1007/s11554-009-0133-1"",""Peter J. LuHidekazu OkiCatherine A. FreyGregory E. ChamitoffLeroy ChiaoEdward M. FinckeC. Michael FoaleSandra H. MagnusWilliam S. McArthur Jr.Daniel M. TaniPeggy A. WhitsonJeffrey N. WilliamsWilliam V. MeyerRonald J. SickerBrion J. AuMark Christiansen"",""2010"",""http://link.springer.com/article/10.1007/s11554-009-0133-1"",""Article"""
Dynamic Analysis of Manipulator Motion;Applied Dynamics and CAD of Manipulation Robots;;;;10.1007/978-3-642-82204-9_2;D. Sc., Ph. D. Miomir VukobratovićPh. D. Veljko Potkonjak;1985;http://link.springer.com/chapter/10.1007/978-3-642-82204-9_2;Chapter;"Dynamic Analysis of Manipulator Motion,""Applied Dynamics and CAD of Manipulation Robots"","""","""","""",""10.1007/978-3-642-82204-9_2"",""D. Sc., Ph. D. Miomir VukobratovićPh. D. Veljko Potkonjak"",""1985"",""http://link.springer.com/chapter/10.1007/978-3-642-82204-9_2"",""Chapter"""
Efficient Evolution Strategies for Exploration in mobile robotics;Evolutionary Computing;;;;10.1007/BFb0032780;J. C. W. SullivanA. G. Pipe;1996;http://link.springer.com/chapter/10.1007/BFb0032780;Chapter;"Efficient Evolution Strategies for Exploration in mobile robotics,""Evolutionary Computing"","""","""","""",""10.1007/BFb0032780"",""J. C. W. SullivanA. G. Pipe"",""1996"",""http://link.springer.com/chapter/10.1007/BFb0032780"",""Chapter"""
Path Generation Issues for Survivable Network Design;Computational Science and Its Applications – ICCSA 2008;;;;10.1007/978-3-540-69848-7_65;Michał PióroTomasz ŚliwińskiMichał ZagożdżonMateusz DzidaWłodzimierz Ogryczak;2008;http://link.springer.com/chapter/10.1007/978-3-540-69848-7_65;Chapter;"Path Generation Issues for Survivable Network Design,""Computational Science and Its Applications – ICCSA 2008"","""","""","""",""10.1007/978-3-540-69848-7_65"",""Michał PióroTomasz ŚliwińskiMichał ZagożdżonMateusz DzidaWłodzimierz Ogryczak"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-69848-7_65"",""Chapter"""
An effective cuckoo search algorithm for large-scale combined heat and power economic dispatch problem;Neural Computing and Applications;;;;10.1007/s00521-017-2941-8;Thang Trung NguyenThuan Thanh NguyenDieu Ngoc Vo;2017;http://link.springer.com/article/10.1007/s00521-017-2941-8;Article;"An effective cuckoo search algorithm for large-scale combined heat and power economic dispatch problem,""Neural Computing and Applications"","""","""","""",""10.1007/s00521-017-2941-8"",""Thang Trung NguyenThuan Thanh NguyenDieu Ngoc Vo"",""2017"",""http://link.springer.com/article/10.1007/s00521-017-2941-8"",""Article"""
FastFDs: A Heuristic-Driven, Depth-First Algorithm for Mining Functional Dependencies from Relation Instances Extended Abstract;Data Warehousing and Knowledge Discovery;;;;10.1007/3-540-44801-2_11;Catharine WyssChris GiannellaEdward Robertson;2001;http://link.springer.com/chapter/10.1007/3-540-44801-2_11;Chapter;"FastFDs: A Heuristic-Driven, Depth-First Algorithm for Mining Functional Dependencies from Relation Instances Extended Abstract,""Data Warehousing and Knowledge Discovery"","""","""","""",""10.1007/3-540-44801-2_11"",""Catharine WyssChris GiannellaEdward Robertson"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-44801-2_11"",""Chapter"""
The AutoLISP World;Essential AutoLISP®;;;;10.1007/978-1-4612-2350-4_1;Roy Harkow;1996;http://link.springer.com/chapter/10.1007/978-1-4612-2350-4_1;Chapter;"The AutoLISP World,""Essential AutoLISP®"","""","""","""",""10.1007/978-1-4612-2350-4_1"",""Roy Harkow"",""1996"",""http://link.springer.com/chapter/10.1007/978-1-4612-2350-4_1"",""Chapter"""
Frequent Itemset Discovery with SQL Using Universal Quantification;Database Support for Data Mining Applications;;;;10.1007/978-3-540-44497-8_10;Ralf Rantzau;2004;http://link.springer.com/chapter/10.1007/978-3-540-44497-8_10;Chapter;"Frequent Itemset Discovery with SQL Using Universal Quantification,""Database Support for Data Mining Applications"","""","""","""",""10.1007/978-3-540-44497-8_10"",""Ralf Rantzau"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-44497-8_10"",""Chapter"""
CONFIIT: A Middleware for Peer to Peer Computing;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44842-X_8;Olivier FlauzacMichaël KrajeckiJean Fugère;2003;http://link.springer.com/chapter/10.1007/3-540-44842-X_8;Chapter;"CONFIIT: A Middleware for Peer to Peer Computing,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44842-X_8"",""Olivier FlauzacMichaël KrajeckiJean Fugère"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44842-X_8"",""Chapter"""
Selecting for Air Traffic Control: The State of the Art;Automation and Systems Issues in Air Traffic Control;;;;10.1007/978-3-642-76556-8_38;Hilda Wing;1991;http://link.springer.com/chapter/10.1007/978-3-642-76556-8_38;Chapter;"Selecting for Air Traffic Control: The State of the Art,""Automation and Systems Issues in Air Traffic Control"","""","""","""",""10.1007/978-3-642-76556-8_38"",""Hilda Wing"",""1991"",""http://link.springer.com/chapter/10.1007/978-3-642-76556-8_38"",""Chapter"""
Relational reinforcement learning;Inductive Logic Programming;;;;10.1007/BFb0027307;Sašo DžeroskiLuc De RaedtHendrik Blockeel;1998;http://link.springer.com/chapter/10.1007/BFb0027307;Chapter;"Relational reinforcement learning,""Inductive Logic Programming"","""","""","""",""10.1007/BFb0027307"",""Sašo DžeroskiLuc De RaedtHendrik Blockeel"",""1998"",""http://link.springer.com/chapter/10.1007/BFb0027307"",""Chapter"""
Spatial indexing of high-dimensional data based on relative approximation;The VLDB Journal;;11;2;10.1007/s00778-002-0066-9;Yasushi SakuraiMasatoshi YoshikawaShunsuke UemuraHaruhiko Kojima;2002;http://link.springer.com/article/10.1007/s00778-002-0066-9;Article;"Spatial indexing of high-dimensional data based on relative approximation,""The VLDB Journal"","""",""11"",""2"",""10.1007/s00778-002-0066-9"",""Yasushi SakuraiMasatoshi YoshikawaShunsuke UemuraHaruhiko Kojima"",""2002"",""http://link.springer.com/article/10.1007/s00778-002-0066-9"",""Article"""
FFTs in external or hierarchical memory;The Journal of Supercomputing;;4;1;10.1007/BF00162341;David H. Bailey;1990;http://link.springer.com/article/10.1007/BF00162341;Article;"FFTs in external or hierarchical memory,""The Journal of Supercomputing"","""",""4"",""1"",""10.1007/BF00162341"",""David H. Bailey"",""1990"",""http://link.springer.com/article/10.1007/BF00162341"",""Article"""
3D Protein Peptide Chain Search Using an Improved Genetic Algorithm;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44839-X_35;Zhenglin YangGuirong Liu;2003;http://link.springer.com/chapter/10.1007/3-540-44839-X_35;Chapter;"3D Protein Peptide Chain Search Using an Improved Genetic Algorithm,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44839-X_35"",""Zhenglin YangGuirong Liu"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44839-X_35"",""Chapter"""
Using Convex Sets for Exploratory Data Analysis and Visualization;Data Mining and Knowledge Discovery;;9;3;10.1023/B:DAMI.0000040906.82842.b5;Wojciech Grohman;2004;http://link.springer.com/article/10.1023/B%3ADAMI.0000040906.82842.b5;Article;"Using Convex Sets for Exploratory Data Analysis and Visualization,""Data Mining and Knowledge Discovery"","""",""9"",""3"",""10.1023/B:DAMI.0000040906.82842.b5"",""Wojciech Grohman"",""2004"",""http://link.springer.com/article/10.1023/B%3ADAMI.0000040906.82842.b5"",""Article"""
An Efficient Small Sized On-Card Verifier for Java Card;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44843-8_60;Jeung-Bo ChoMin-Soo JungSung-Ik Jun;2003;http://link.springer.com/chapter/10.1007/3-540-44843-8_60;Chapter;"An Efficient Small Sized On-Card Verifier for Java Card,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44843-8_60"",""Jeung-Bo ChoMin-Soo JungSung-Ik Jun"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44843-8_60"",""Chapter"""
Color sensing and image processing-based automatic soybean plant foliar disease severity detection and estimation;Multimedia Tools and Applications;;74;24;10.1007/s11042-014-2239-0;Sourabh ShrivastavaSatish Kumar SinghDhara Singh Hooda;2015;http://link.springer.com/article/10.1007/s11042-014-2239-0;Article;"Color sensing and image processing-based automatic soybean plant foliar disease severity detection and estimation,""Multimedia Tools and Applications"","""",""74"",""24"",""10.1007/s11042-014-2239-0"",""Sourabh ShrivastavaSatish Kumar SinghDhara Singh Hooda"",""2015"",""http://link.springer.com/article/10.1007/s11042-014-2239-0"",""Article"""
Feasibility of PSO-ANN model for predicting surface settlement caused by tunneling;Engineering with Computers;;32;4;10.1007/s00366-016-0447-0;Mahdi HasanipanahMajid Noorian-BidgoliDanial Jahed ArmaghaniHossein Khamesi;2016;http://link.springer.com/article/10.1007/s00366-016-0447-0;Article;"Feasibility of PSO-ANN model for predicting surface settlement caused by tunneling,""Engineering with Computers"","""",""32"",""4"",""10.1007/s00366-016-0447-0"",""Mahdi HasanipanahMajid Noorian-BidgoliDanial Jahed ArmaghaniHossein Khamesi"",""2016"",""http://link.springer.com/article/10.1007/s00366-016-0447-0"",""Article"""
AIF - A Data Structure for Polygonal Meshes;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44842-X_49;Frutuoso G. M. SilvaAbel J. P. Gomes;2003;http://link.springer.com/chapter/10.1007/3-540-44842-X_49;Chapter;"AIF - A Data Structure for Polygonal Meshes,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44842-X_49"",""Frutuoso G. M. SilvaAbel J. P. Gomes"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44842-X_49"",""Chapter"""
Computing L-Series of Hyperelliptic Curves;Algorithmic Number Theory;;;;10.1007/978-3-540-79456-1_21;Kiran S. KedlayaAndrew V. Sutherland;2008;http://link.springer.com/chapter/10.1007/978-3-540-79456-1_21;Chapter;"Computing L-Series of Hyperelliptic Curves,""Algorithmic Number Theory"","""","""","""",""10.1007/978-3-540-79456-1_21"",""Kiran S. KedlayaAndrew V. Sutherland"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-79456-1_21"",""Chapter"""
A Non-uniform Binary Space Partition Algorithm for 2D Implicit Curves;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44842-X_43;Francisco MorgadoAbel Gomes;2003;http://link.springer.com/chapter/10.1007/3-540-44842-X_43;Chapter;"A Non-uniform Binary Space Partition Algorithm for 2D Implicit Curves,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44842-X_43"",""Francisco MorgadoAbel Gomes"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44842-X_43"",""Chapter"""
